ID,Case Number,Date,Block,IUCR,Primary Type,Description,Location Description,Arrest,Domestic,Beat,District,Ward,Community Area,FBI Code,X Coordinate,Y Coordinate,Year,Updated On,Latitude,Longitude,Location
11659132,JC229004,04-05-2019 16:45,029XX S ELIAS CT,1750,OFFENSE INVOLVING CHILDREN,CHILD ABUSE,RESIDENCE,FALSE,TRUE,913,9,11,60,08B,1168783,1885339,2019,05/24/2019 04:06:57 PM,41.84089281,-87.65612195,"(41.840892809, -87.656121954)"
11659160,JC229228,04/15/2019 11:45:00 PM,055XX W CORCORAN PL,1750,OFFENSE INVOLVING CHILDREN,CHILD ABUSE,RESIDENCE,FALSE,FALSE,1523,15,37,25,08B,1139308,1902015,2019,04/26/2019 04:03:44 PM,41.88724086,-87.7638797,"(41.887240863, -87.763879696)"
11659471,JC229296,04/18/2019 03:00:00 PM,033XX W OGDEN AVE,1710,OFFENSE INVOLVING CHILDREN,ENDANGERING LIFE/HEALTH CHILD,STREET,FALSE,FALSE,1024,10,24,29,20,1154180,1890872,2019,04/25/2019 04:04:14 PM,41.85637947,-87.70956233,"(41.856379473, -87.70956233)"
11659566,JC229466,04-06-2019 10:53,102XX S GREEN ST,1754,OFFENSE INVOLVING CHILDREN,AGG SEX ASSLT OF CHILD FAM MBR,RESIDENCE,FALSE,TRUE,2232,22,34,73,2,1172456,1836957,2019,05-04-2019 16:00,41.70804667,-87.64406643,"(41.708046674, -87.644066434)"
11659568,JC229439,03/31/2019 12:01:00 AM,038XX N LINCOLN AVE,1752,OFFENSE INVOLVING CHILDREN,AGG CRIM SEX ABUSE FAM MEMBER,RESIDENCE,FALSE,FALSE,1922,19,47,5,17,1162880,1925468,2019,04/21/2019 04:00:07 PM,41.95113559,-87.67665668,"(41.951135588, -87.676656677)"
11659570,JC229649,04-09-2019 17:57,047XX W MAYPOLE AVE,1754,OFFENSE INVOLVING CHILDREN,AGG SEX ASSLT OF CHILD FAM MBR,RESIDENCE,FALSE,FALSE,1113,11,28,25,2,1144801,1901043,2019,04/21/2019 04:00:07 PM,41.88447178,-87.74373208,"(41.88447178, -87.743732081)"
11659692,JC229768,04/18/2019 10:36:00 PM,030XX E 91ST ST,1710,OFFENSE INVOLVING CHILDREN,ENDANGERING LIFE/HEALTH CHILD,RESTAURANT,FALSE,FALSE,424,4,10,46,20,1197921,1845206,2019,04/25/2019 04:04:14 PM,41.73008547,-87.55053917,"(41.73008547, -87.550539173)"
11659740,JC229828,04/18/2019 10:00:00 PM,053XX S BISHOP ST,1754,OFFENSE INVOLVING CHILDREN,AGG SEX ASSLT OF CHILD FAM MBR,RESIDENCE,FALSE,TRUE,934,9,20,61,2,1167571,1869419,2019,05-10-2019 16:10,41.79723278,-87.66102664,"(41.797232784, -87.661026636)"
11659845,JC229998,04/18/2019 10:10:00 AM,026XX N HOYNE AVE,1750,OFFENSE INVOLVING CHILDREN,CHILD ABUSE,APARTMENT,FALSE,FALSE,1931,19,1,7,08B,1162366,1917548,2019,04/25/2019 04:04:14 PM,41.92941344,-87.67876842,"(41.929413444, -87.678768422)"
11875340,JC490199,10/24/2019 09:00:00 AM,073XX S UNION AVE,1790,OFFENSE INVOLVING CHILDREN,CHILD ABDUCTION,RESIDENCE,FALSE,TRUE,732,7,6,68,26,1172905,1856142,2019,10/31/2019 03:52:55 PM,41.76068304,-87.64185773,"(41.760683041, -87.641857727)"
11659958,JC230121,04/19/2019 10:22:00 AM,084XX S MICHIGAN AVE,4255,KIDNAPPING,UNLAWFUL INTERFERE/VISITATION,RESIDENCE,FALSE,TRUE,632,6,6,44,26,1178620,1849171,2019,04/26/2019 04:11:15 PM,41.74142584,-87.62112361,"(41.741425843, -87.621123609)"
11660421,JC230798,04/19/2019 06:00:00 PM,076XX S CICERO AVE,1780,OFFENSE INVOLVING CHILDREN,OTHER OFFENSE,STREET,FALSE,TRUE,833,8,18,65,20,1145727,1853720,2019,04/26/2019 04:11:15 PM,41.75459296,-87.74152854,"(41.754592961, -87.741528537)"
11660441,JC230557,04/19/2019 02:45:00 PM,011XX S HAMILTON AVE,1750,OFFENSE INVOLVING CHILDREN,CHILD ABUSE,OTHER,FALSE,FALSE,1225,12,27,28,08B,1162121,1895023,2019,04/26/2019 04:11:15 PM,41.86760821,-87.68029878,"(41.867608211, -87.680298775)"
11660513,JC230933,04/19/2019 09:21:47 PM,006XX E 133RD ST,1780,OFFENSE INVOLVING CHILDREN,OTHER OFFENSE,CHA PARKING LOT/GROUNDS,FALSE,FALSE,533,5,9,54,20,1182795,1817561,2019,04/26/2019 04:11:15 PM,41.654588,-87.60680373,"(41.654588002, -87.60680373)"
11660569,JC230821,04/19/2019 08:00:00 PM,023XX E 70TH ST,1780,OFFENSE INVOLVING CHILDREN,OTHER OFFENSE,APARTMENT,FALSE,TRUE,331,3,5,43,20,1192715,1858996,2019,04/26/2019 04:11:15 PM,41.76805473,-87.5691613,"(41.76805473, -87.5691613)"
11660624,JC230886,04/18/2019 03:00:00 PM,073XX N RIDGE BLVD,1750,OFFENSE INVOLVING CHILDREN,CHILD ABUSE,APARTMENT,FALSE,FALSE,2411,24,49,2,08B,1160738,1948577,2019,04/25/2019 04:04:14 PM,42.01459238,-87.68388646,"(42.014592376, -87.683886464)"
11660685,JC230893,04/19/2019 07:00:00 PM,050XX W WASHINGTON BLVD,1710,OFFENSE INVOLVING CHILDREN,ENDANGERING LIFE/HEALTH CHILD,APARTMENT,TRUE,TRUE,1532,15,28,25,20,1142758,1900033,2019,05-01-2019 16:21,41.88173849,-87.7512595,"(41.881738489, -87.751259495)"
11660772,JC231099,04/20/2019 01:34:00 AM,015XX S CENTRAL PARK AVE,1755,OFFENSE INVOLVING CHILDREN,CHILD ABANDONMENT,APARTMENT,FALSE,TRUE,1021,10,24,29,20,1152626,1892157,2019,04/27/2019 04:07:28 PM,41.8599365,-87.7152324,"(41.8599365, -87.715232403)"
11660981,JC231378,04/17/2019 03:00:00 PM,040XX W NORTH AVE,1582,OFFENSE INVOLVING CHILDREN,CHILD PORNOGRAPHY,OTHER,FALSE,FALSE,2534,25,26,23,17,1149254,1910332,2019,04/24/2019 04:31:46 PM,41.90987664,-87.72713892,"(41.909876642, -87.727138915)"
11661140,JC231612,04/19/2019 10:00:00 PM,060XX S MONITOR AVE,1780,OFFENSE INVOLVING CHILDREN,OTHER OFFENSE,RESIDENCE,FALSE,TRUE,812,8,13,64,20,1138435,1863859,2019,04/26/2019 04:11:15 PM,41.7825508,-87.76800783,"(41.782550797, -87.768007831)"
11661173,JC231673,04/18/2019 06:00:00 PM,070XX S COTTAGE GROVE AVE,1780,OFFENSE INVOLVING CHILDREN,OTHER OFFENSE,POLICE FACILITY/VEH PARKING LOT,FALSE,TRUE,321,3,6,42,20,1182773,1858454,2019,04/25/2019 04:04:14 PM,41.76680404,-87.60561968,"(41.76680404, -87.605619683)"
11661194,JC231689,04/19/2019 06:00:00 PM,070XX S COTTAGE GROVE AVE,1780,OFFENSE INVOLVING CHILDREN,OTHER OFFENSE,POLICE FACILITY/VEH PARKING LOT,FALSE,FALSE,321,3,6,42,20,1182773,1858454,2019,04/26/2019 04:11:15 PM,41.76680404,-87.60561968,"(41.76680404, -87.605619683)"
11661243,JC227027,04-12-2019 00:00,038XX W MAYPOLE AVE,1750,OFFENSE INVOLVING CHILDREN,CHILD ABUSE,RESIDENCE,FALSE,FALSE,1122,11,28,26,08B,1150679,1900938,2019,04/24/2019 04:24:31 PM,41.8840708,-87.72214985,"(41.8840708, -87.722149853)"
11661359,JC231851,04/20/2019 04:00:00 PM,019XX W HARRISON ST,1750,OFFENSE INVOLVING CHILDREN,CHILD ABUSE,APARTMENT,FALSE,TRUE,1225,12,28,28,08B,1163454,1897384,2019,04/27/2019 04:07:28 PM,41.87405908,-87.67533868,"(41.874059075, -87.675338675)"
11661586,JC231907,04/20/2019 05:00:00 PM,002XX W 110TH PL,1780,OFFENSE INVOLVING CHILDREN,OTHER OFFENSE,RESIDENTIAL YARD (FRONT/BACK),FALSE,TRUE,513,5,34,49,20,1176730,1831665,2019,04/27/2019 04:07:28 PM,41.69342972,-87.62857348,"(41.69342972, -87.628573475)"
11661820,JC227647,04/17/2019 09:01:00 AM,004XX W 80TH ST,1780,OFFENSE INVOLVING CHILDREN,OTHER OFFENSE,STREET,FALSE,FALSE,621,6,17,44,20,1174488,1851870,2019,04/24/2019 04:31:46 PM,41.74892509,-87.63618286,"(41.748925086, -87.636182856)"
11661921,JC232475,04/21/2019 09:14:00 AM,055XX S MICHIGAN AVE,1780,OFFENSE INVOLVING CHILDREN,OTHER OFFENSE,STREET,FALSE,TRUE,225,2,20,40,20,1178100,1868327,2019,04/28/2019 04:08:06 PM,41.79400377,-87.62244876,"(41.794003774, -87.622448757)"
11662100,JC232770,04/21/2019 03:30:00 PM,070XX S COTTAGE GROVE AVE,1780,OFFENSE INVOLVING CHILDREN,OTHER OFFENSE,POLICE FACILITY/VEH PARKING LOT,FALSE,TRUE,321,3,6,42,20,1182773,1858454,2019,04/28/2019 04:08:06 PM,41.76680404,-87.60561968,"(41.76680404, -87.605619683)"
11662273,JC232821,04/20/2019 05:30:00 PM,071XX S VERNON AVE,4230,KIDNAPPING,UNLAWFUL RESTRAINT,APARTMENT,FALSE,TRUE,323,3,6,69,26,1180479,1857857,2019,04/27/2019 04:07:28 PM,41.76521876,-87.61404632,"(41.765218761, -87.614046316)"
11662578,JC232569,04/21/2019 10:00:00 AM,078XX S HALSTED ST,4255,KIDNAPPING,UNLAWFUL INTERFERE/VISITATION,POLICE FACILITY/VEH PARKING LOT,FALSE,TRUE,621,6,17,71,26,1172325,1852947,2019,04/28/2019 04:08:06 PM,41.75192833,-87.64407726,"(41.751928332, -87.644077264)"
11663049,JC233831,04/22/2019 12:46:00 PM,015XX S ALBANY AVE,1710,OFFENSE INVOLVING CHILDREN,ENDANGERING LIFE/HEALTH CHILD,"SCHOOL, PUBLIC, BUILDING",FALSE,FALSE,1022,10,24,29,20,1155955,1892568,2019,04/29/2019 04:18:19 PM,41.86099791,-87.70300142,"(41.860997913, -87.70300142)"
11663108,JC232612,04/20/2019 12:00:00 AM,119XX S LA SALLE ST,1750,OFFENSE INVOLVING CHILDREN,CHILD ABUSE,RESIDENCE,FALSE,TRUE,522,5,9,53,08B,1177410,1825679,2019,04/27/2019 04:07:28 PM,41.67698795,-87.62626373,"(41.676987945, -87.626263731)"
11663142,JC234032,04/19/2019 01:00:00 PM,083XX S WOOD ST,1750,OFFENSE INVOLVING CHILDREN,CHILD ABUSE,RESIDENCE,FALSE,FALSE,614,6,21,71,08B,1165800,1849377,2019,04/26/2019 04:11:15 PM,41.74227269,-87.66808961,"(41.742272692, -87.668089605)"
11663173,JC234179,04/17/2019 03:00:00 PM,049XX N KEDZIE AVE,1750,OFFENSE INVOLVING CHILDREN,CHILD ABUSE,RESIDENCE,FALSE,TRUE,1713,17,33,14,08B,1154154,1932590,2019,04/27/2019 03:59:03 PM,41.97085779,-87.70854227,"(41.970857794, -87.708542274)"
11663218,JC234006,04-11-2019 11:03,110XX S ALBANY AVE,1754,OFFENSE INVOLVING CHILDREN,AGG SEX ASSLT OF CHILD FAM MBR,RESIDENCE,FALSE,FALSE,2211,22,19,74,2,1157652,1831244,2019,04/25/2019 03:56:02 PM,41.69268154,-87.69843401,"(41.692681542, -87.698434014)"
11663355,JC234364,04-12-2019 13:30,014XX E 61ST PL,1780,OFFENSE INVOLVING CHILDREN,OTHER OFFENSE,"SCHOOL, PUBLIC, GROUNDS",FALSE,FALSE,314,3,20,42,20,1186760,1864494,2019,04/25/2019 03:56:02 PM,41.78328482,-87.5908148,"(41.783284821, -87.590814803)"
11663479,JC234409,04/22/2019 07:12:00 PM,092XX S WABASH AVE,1710,OFFENSE INVOLVING CHILDREN,ENDANGERING LIFE/HEALTH CHILD,SIDEWALK,TRUE,TRUE,634,6,9,49,20,1178335,1843744,2019,05/20/2019 04:07:55 PM,41.72653995,-87.62233209,"(41.72653995, -87.62233209)"
11663674,JC234572,04/19/2019 02:45:00 PM,017XX W WABANSIA AVE,1750,OFFENSE INVOLVING CHILDREN,CHILD ABUSE,RESIDENCE,FALSE,TRUE,1433,14,32,24,08B,1164283,1911361,2019,04/27/2019 03:59:03 PM,41.91239555,-87.67189938,"(41.912395552, -87.67189938)"
11664072,JC234900,04/22/2019 07:00:00 PM,017XX E 71ST ST,1780,OFFENSE INVOLVING CHILDREN,OTHER OFFENSE,RESIDENCE,FALSE,FALSE,332,3,5,43,20,1189245,1858284,2019,04/29/2019 04:18:19 PM,41.76618484,-87.58190305,"(41.766184838, -87.581903047)"
11664371,JC235297,04-11-2019 18:00,022XX E 69TH ST,1750,OFFENSE INVOLVING CHILDREN,CHILD ABUSE,RESIDENCE,FALSE,TRUE,331,3,5,43,08B,1192226,1859649,2019,04/26/2019 04:03:44 PM,41.76985852,-87.57093246,"(41.769858519, -87.570932462)"
11664517,JC235523,04/23/2019 04:00:00 PM,054XX S WOLCOTT AVE,1780,OFFENSE INVOLVING CHILDREN,OTHER OFFENSE,SIDEWALK,FALSE,FALSE,932,9,16,61,20,1164609,1868665,2019,04/30/2019 04:05:35 PM,41.79522677,-87.67190997,"(41.795226772, -87.671909969)"
11664734,JC235901,04-09-2019 17:00,047XX W RACE AVE,1750,OFFENSE INVOLVING CHILDREN,CHILD ABUSE,RESIDENCE,FALSE,TRUE,1111,11,28,25,08B,1144759,1903243,2019,04/27/2019 03:59:03 PM,41.89050963,-87.74383081,"(41.890509629, -87.743830813)"
11664934,JC236018,04/23/2019 09:43:00 PM,006XX W HARRISON ST,1791,OFFENSE INVOLVING CHILDREN,HARBOR RUNAWAY,OTHER COMMERCIAL TRANSPORTATION,TRUE,FALSE,124,1,25,28,20,1172257,1897564,2019,04/30/2019 04:05:35 PM,41.87436328,-87.64301304,"(41.874363279, -87.643013039)"
11664943,JC236003,04/19/2019 11:00:00 PM,034XX W FRANKLIN BLVD,1750,OFFENSE INVOLVING CHILDREN,CHILD ABUSE,APARTMENT,FALSE,TRUE,1121,11,27,23,08B,1153330,1903120,2019,04/27/2019 03:59:03 PM,41.89000621,-87.71235705,"(41.890006207, -87.71235705)"
11665353,JC236487,04/19/2019 01:22:00 AM,070XX W DIVERSEY AVE,1582,OFFENSE INVOLVING CHILDREN,CHILD PORNOGRAPHY,RESIDENCE,FALSE,FALSE,2511,25,29,18,17,1128902,1917826,2019,04/27/2019 03:59:03 PM,41.9308115,-87.80173445,"(41.930811497, -87.801734446)"
11665555,JC234484,04-11-2019 13:46,045XX S DREXEL BLVD,1752,OFFENSE INVOLVING CHILDREN,AGG CRIM SEX ABUSE FAM MEMBER,RESIDENCE,FALSE,TRUE,221,2,4,39,17,1182957,1875015,2019,05-08-2019 16:16,41.81224459,-87.60443062,"(41.812244589, -87.604430616)"
11665557,JC236720,04/24/2019 03:15:00 PM,078XX S HALSTED ST,1780,OFFENSE INVOLVING CHILDREN,OTHER OFFENSE,POLICE FACILITY/VEH PARKING LOT,FALSE,TRUE,621,6,17,71,20,1172325,1852947,2019,05-01-2019 16:31,41.75192833,-87.64407726,"(41.751928332, -87.644077264)"
11665565,JC236512,04/23/2019 12:00:00 AM,028XX W 22ND PL,1750,OFFENSE INVOLVING CHILDREN,CHILD ABUSE,APARTMENT,FALSE,TRUE,1033,10,12,30,08B,1157742,1888928,2019,04/30/2019 04:05:35 PM,41.85097317,-87.6965408,"(41.850973172, -87.696540797)"
11665644,JC236990,04/24/2019 08:00:00 AM,072XX S HOMAN AVE,1780,OFFENSE INVOLVING CHILDREN,OTHER OFFENSE,RESIDENCE,FALSE,TRUE,831,8,17,66,20,1154965,1856206,2019,05-01-2019 16:31,41.76123558,-87.70760738,"(41.761235576, -87.707607376)"
11665681,JC236694,04/23/2019 06:00:00 PM,077XX S SOUTH SHORE DR,1750,OFFENSE INVOLVING CHILDREN,CHILD ABUSE,APARTMENT,TRUE,FALSE,421,4,7,43,08B,1197240,1854764,2019,04/30/2019 04:05:35 PM,41.75633032,-87.5527162,"(41.756330319, -87.552716204)"
11665703,JC237032,04/24/2019 03:00:00 PM,036XX S LAKE PARK AVE,1780,OFFENSE INVOLVING CHILDREN,OTHER OFFENSE,STREET,FALSE,TRUE,212,2,4,36,20,1182202,1881311,2019,05-01-2019 16:31,41.82953881,-87.6070047,"(41.829538814, -87.607004696)"
11665870,JC236703,04/24/2019 02:40:00 PM,050XX S EVANS AVE,1710,OFFENSE INVOLVING CHILDREN,ENDANGERING LIFE/HEALTH CHILD,RESIDENCE,TRUE,FALSE,223,2,4,38,20,1182041,1871509,2019,05/19/2019 03:56:46 PM,41.80264511,-87.607899,"(41.802645114, -87.607899)"
11665889,JC236876,04/24/2019 03:30:00 PM,061XX S DR MARTIN LUTHER KING JR DR,1780,OFFENSE INVOLVING CHILDREN,OTHER OFFENSE,SIDEWALK,FALSE,FALSE,313,3,20,42,20,1179975,1864362,2019,05-01-2019 16:31,41.78308069,-87.61569465,"(41.783080689, -87.615694654)"
11665925,JC237050,04/23/2019 08:00:00 PM,075XX S SAGINAW AVE,1750,OFFENSE INVOLVING CHILDREN,CHILD ABUSE,RESIDENCE,FALSE,TRUE,421,4,7,43,08B,1195237,1855382,2019,04/30/2019 04:05:35 PM,41.7580758,-87.56003628,"(41.758075796, -87.560036276)"
11665942,JC237227,04/24/2019 01:23:00 PM,050XX N KIMBALL AVE,1780,OFFENSE INVOLVING CHILDREN,OTHER OFFENSE,"SCHOOL, PUBLIC, BUILDING",FALSE,FALSE,1713,17,39,13,20,1152801,1933422,2019,05-01-2019 16:31,41.97316782,-87.71349527,"(41.973167821, -87.713495268)"
11665980,JC237177,04/24/2019 03:00:00 PM,021XX N HALSTED ST,1780,OFFENSE INVOLVING CHILDREN,OTHER OFFENSE,"SCHOOL, PUBLIC, GROUNDS",FALSE,FALSE,1812,18,43,7,20,1170599,1914495,2019,05-01-2019 16:31,41.92085941,-87.6486043,"(41.92085941, -87.648604301)"
11666050,JC237291,04/24/2019 11:15:00 PM,002XX N MASON AVE,1750,OFFENSE INVOLVING CHILDREN,CHILD ABUSE,APARTMENT,FALSE,TRUE,1512,15,29,25,08B,1136729,1901071,2019,05-01-2019 16:31,41.88469698,-87.77337331,"(41.884696976, -87.773373307)"
11666349,JC237750,04/24/2019 10:45:00 AM,027XX W NORTH AVE,1750,OFFENSE INVOLVING CHILDREN,CHILD ABUSE,GOVERNMENT BUILDING/PROPERTY,FALSE,TRUE,1423,14,26,24,08B,1157651,1910520,2019,05-01-2019 16:31,41.91022554,-87.69628655,"(41.91022554, -87.696286545)"
11666418,JC236788,04/24/2019 09:00:00 AM,025XX W 46TH ST,1710,OFFENSE INVOLVING CHILDREN,ENDANGERING LIFE/HEALTH CHILD,RESIDENCE,FALSE,FALSE,922,9,15,58,20,1160263,1874091,2019,05-01-2019 16:31,41.81020707,-87.68769744,"(41.810207067, -87.687697435)"
11666531,JC237781,04/18/2019 09:47:00 PM,003XX W HILL ST,1537,OFFENSE INVOLVING CHILDREN,POS: PORNOGRAPHIC PRINT,"SCHOOL, PUBLIC, BUILDING",TRUE,FALSE,1823,18,27,8,26,1173522,1907669,2019,04/28/2019 03:59:38 PM,41.90206399,-87.63806796,"(41.902063989, -87.638067959)"
11666520,JC237489,04/24/2019 06:22:00 PM,021XX W 18TH ST,1750,OFFENSE INVOLVING CHILDREN,CHILD ABUSE,APARTMENT,FALSE,TRUE,1234,12,25,31,08B,1162167,1891381,2019,07/15/2019 04:07:55 PM,41.85761326,-87.68023161,"(41.857613255, -87.680231613)"
11666726,JC238234,04/25/2019 03:34:00 PM,038XX S SACRAMENTO AVE,1752,OFFENSE INVOLVING CHILDREN,AGG CRIM SEX ABUSE FAM MEMBER,RESIDENCE,FALSE,TRUE,911,9,12,58,17,1157006,1878797,2019,10/16/2019 04:05:26 PM,41.82318746,-87.69951646,"(41.823187457, -87.699516455)"
11666733,JC238310,04/25/2019 05:34:00 PM,051XX S WENTWORTH AVE,1780,OFFENSE INVOLVING CHILDREN,OTHER OFFENSE,VEHICLE NON-COMMERCIAL,FALSE,FALSE,225,2,3,37,20,1175826,1871120,2019,05-02-2019 16:24,41.80171934,-87.63070362,"(41.80171934, -87.630703621)"
11666762,JC238099,04/19/2019 06:53:00 PM,073XX S INDIANA AVE,1780,OFFENSE INVOLVING CHILDREN,OTHER OFFENSE,RESIDENCE,FALSE,FALSE,323,3,6,69,20,1178870,1856384,2019,04/28/2019 04:08:06 PM,41.76121346,-87.61998852,"(41.76121346, -87.619988515)"
11666810,JC238133,04/21/2019 12:01:00 AM,028XX S QUINN ST,1750,OFFENSE INVOLVING CHILDREN,CHILD ABUSE,RESIDENCE,FALSE,TRUE,913,9,11,60,08B,1170133,1885601,2019,04/28/2019 04:08:06 PM,41.84158244,-87.65116034,"(41.841582444, -87.651160336)"
11666826,JC237655,04/15/2019 11:33:00 AM,002XX N PARKSIDE AVE,1752,OFFENSE INVOLVING CHILDREN,AGG CRIM SEX ABUSE FAM MEMBER,RESIDENCE,FALSE,FALSE,1512,15,29,25,17,1138556,1901057,2019,04/28/2019 03:59:38 PM,41.88462565,-87.76666453,"(41.884625648, -87.766664532)"
11666837,JC235748,04-12-2019 14:28,091XX S MARSHFIELD AVE,1752,OFFENSE INVOLVING CHILDREN,AGG CRIM SEX ABUSE FAM MEMBER,RESIDENCE,FALSE,TRUE,2221,22,21,73,17,1166943,1844148,2019,05-10-2019 16:10,41.72789922,-87.66405064,"(41.72789922, -87.664050635)"
11666985,JC238506,04/25/2019 09:18:00 PM,041XX W ADAMS ST,1710,OFFENSE INVOLVING CHILDREN,ENDANGERING LIFE/HEALTH CHILD,RESIDENCE,FALSE,TRUE,1115,11,28,26,20,1148798,1898689,2019,05-02-2019 16:24,41.87793585,-87.72911529,"(41.877935845, -87.729115291)"
11666999,JC238494,04/25/2019 09:30:00 AM,070XX S COTTAGE GROVE AVE,1780,OFFENSE INVOLVING CHILDREN,OTHER OFFENSE,POLICE FACILITY/VEH PARKING LOT,FALSE,FALSE,321,3,6,42,20,1182773,1858454,2019,05-02-2019 16:24,41.76680404,-87.60561968,"(41.76680404, -87.605619683)"
11667600,JC238360,04/25/2019 06:19:00 PM,033XX N WESTERN AVE,1780,OFFENSE INVOLVING CHILDREN,OTHER OFFENSE,PARKING LOT/GARAGE(NON.RESID.),FALSE,FALSE,1921,19,47,5,20,1159751,1922187,2019,05-02-2019 16:24,41.94219754,-87.68824952,"(41.94219754, -87.688249516)"
11667612,JC238919,04/25/2019 02:00:00 PM,070XX S ELIZABETH ST,1780,OFFENSE INVOLVING CHILDREN,OTHER OFFENSE,RESIDENCE,FALSE,FALSE,734,7,6,67,20,1169208,1858027,2019,05-02-2019 16:24,41.76593647,-87.65535293,"(41.765936474, -87.655352934)"
11667741,JC239432,04/26/2019 03:20:00 PM,004XX W 66TH ST,4255,KIDNAPPING,UNLAWFUL INTERFERE/VISITATION,APARTMENT,FALSE,TRUE,722,7,20,68,26,1174585,1861158,2019,05-03-2019 16:14,41.7744103,-87.63555133,"(41.774410304, -87.635551333)"
11667769,JC239272,04/26/2019 01:37:00 PM,075XX S HAMILTON AVE,1710,OFFENSE INVOLVING CHILDREN,ENDANGERING LIFE/HEALTH CHILD,RESIDENCE,TRUE,TRUE,611,6,18,71,20,1163194,1854437,2019,05-03-2019 16:14,41.75621297,-87.67749671,"(41.756212969, -87.677496705)"
11667937,JC239762,04/23/2019 04:00:00 PM,017XX N LAWNDALE AVE,1582,OFFENSE INVOLVING CHILDREN,CHILD PORNOGRAPHY,APARTMENT,FALSE,FALSE,2535,25,26,22,17,1151444,1911263,2019,05-01-2019 16:21,41.91238864,-87.71906921,"(41.912388639, -87.719069207)"
11667938,JC239704,04/26/2019 06:00:00 PM,076XX S CICERO AVE,1780,OFFENSE INVOLVING CHILDREN,OTHER OFFENSE,PARKING LOT/GARAGE(NON.RESID.),FALSE,TRUE,833,8,18,65,20,1145727,1853720,2019,05-03-2019 16:14,41.75459296,-87.74152854,"(41.754592961, -87.741528537)"
11667990,JC239588,04/26/2019 05:27:00 PM,070XX S ARTESIAN AVE,1780,OFFENSE INVOLVING CHILDREN,OTHER OFFENSE,SIDEWALK,FALSE,TRUE,832,8,17,66,20,1161259,1857862,2019,05-03-2019 16:14,41.76565193,-87.68449344,"(41.765651932, -87.684493439)"
11668005,JC239364,04/24/2019 07:00:00 AM,040XX W 87TH ST,1750,OFFENSE INVOLVING CHILDREN,CHILD ABUSE,VEHICLE NON-COMMERCIAL,FALSE,TRUE,834,8,18,70,08B,1151177,1846565,2019,05-01-2019 16:31,41.73485378,-87.72174201,"(41.734853784, -87.721742013)"
11668013,JC239808,04/26/2019 08:02:00 PM,068XX S DR MARTIN LUTHER KING JR DR,1710,OFFENSE INVOLVING CHILDREN,ENDANGERING LIFE/HEALTH CHILD,VACANT LOT/LAND,FALSE,FALSE,322,3,20,69,20,1180099,1859712,2019,05-03-2019 16:14,41.77031779,-87.61538237,"(41.770317785, -87.615382365)"
11668036,JC239897,04/22/2019 09:00:00 AM,029XX N SAWYER AVE,1750,OFFENSE INVOLVING CHILDREN,CHILD ABUSE,"SCHOOL, PUBLIC, GROUNDS",FALSE,FALSE,1412,14,35,21,08B,1154203,1919429,2019,05-01-2019 16:21,41.93474214,-87.70871481,"(41.934742141, -87.708714805)"
11668059,JC239939,01/16/2019 12:00:00 AM,048XX W HUBBARD ST,1710,OFFENSE INVOLVING CHILDREN,ENDANGERING LIFE/HEALTH CHILD,RESIDENCE,TRUE,TRUE,1532,15,28,25,20,1143946,1902569,2019,05/21/2019 03:59:25 PM,41.88867538,-87.74683349,"(41.888675382, -87.746833491)"
11668112,JC239999,04/26/2019 07:07:00 PM,087XX S SAGINAW AVE,1750,OFFENSE INVOLVING CHILDREN,CHILD ABUSE,RESIDENCE,FALSE,FALSE,423,4,7,46,08B,1195397,1847475,2019,05-03-2019 16:14,41.73637442,-87.55971044,"(41.736374417, -87.559710443)"
11668191,JC240005,04/26/2019 11:37:00 PM,050XX S JUSTINE ST,1752,OFFENSE INVOLVING CHILDREN,AGG CRIM SEX ABUSE FAM MEMBER,APARTMENT,FALSE,TRUE,933,9,20,61,17,1166855,1871378,2019,05-03-2019 16:14,41.80262385,-87.66359633,"(41.802623845, -87.663596329)"
11668305,JC240167,04/27/2019 04:50:00 AM,001XX N CENTRAL AVE,4230,KIDNAPPING,UNLAWFUL RESTRAINT,CTA BUS STOP,FALSE,FALSE,1523,15,29,25,26,1139021,1900611,2019,05-04-2019 16:08,41.88339333,-87.76496781,"(41.883393328, -87.764967808)"
11668791,JC240730,04/25/2019 07:00:00 PM,013XX N HALSTED ST,1750,OFFENSE INVOLVING CHILDREN,CHILD ABUSE,SIDEWALK,FALSE,TRUE,1822,18,27,8,08B,1170771,1908941,2019,05-02-2019 16:24,41.90561517,-87.64813537,"(41.905615167, -87.648135368)"
11668811,JC239814,04/26/2019 08:15:00 PM,016XX W 51ST ST,1792,KIDNAPPING,CHILD ABDUCTION/STRANGER,SIDEWALK,FALSE,FALSE,931,9,20,61,26,1166441,1870897,2019,05-03-2019 16:14,41.80131277,-87.66512836,"(41.801312767, -87.665128363)"
11668821,JC240721,04/22/2019 12:00:00 PM,043XX W HADDON AVE,1790,OFFENSE INVOLVING CHILDREN,CHILD ABDUCTION,RESIDENCE,FALSE,TRUE,1111,11,37,23,26,1147224,1907310,2019,05-01-2019 16:21,41.90162309,-87.73467385,"(41.901623089, -87.734673845)"
