ID,Case Number,Date,Block,IUCR,Primary Type,Description,Location Description,Arrest,Domestic,Beat,District,Ward,Community Area,FBI Code,X Coordinate,Y Coordinate,Year,Updated On,Latitude,Longitude,Location
11861672,JC473793,10-04-2019 12:00,117XX S MORGAN ST,1750,OFFENSE INVOLVING CHILDREN,CHILD ABUSE,"SCHOOL, PUBLIC, GROUNDS",FALSE,TRUE,524,5,34,53,08B,1171767,1827035,2019,10/20/2019 03:56:02 PM,41.68083425,-87.64687916,"(41.680834251, -87.646879157)"
11864207,JC476710,08-10-2019 13:00,021XX E 93RD ST,1582,OFFENSE INVOLVING CHILDREN,CHILD PORNOGRAPHY,RESIDENCE,FALSE,FALSE,413,4,7,48,17,1191933,1843719,2019,10/20/2019 03:56:02 PM,41.72615234,-87.57252276,"(41.726152342, -87.572522761)"
11861675,JC473784,10-12-2019 20:00,040XX N LEAMINGTON AVE,1750,OFFENSE INVOLVING CHILDREN,CHILD ABUSE,RESIDENCE,FALSE,TRUE,1624,16,45,15,08B,1141304,1926422,2019,10/20/2019 03:56:02 PM,41.9541797,-87.75594623,"(41.954179698, -87.755946228)"
11601116,JC158914,02/18/2019 12:00:00 AM,077XX S WABASH AVE,1752,OFFENSE INVOLVING CHILDREN,AGG CRIM SEX ABUSE FAM MEMBER,APARTMENT,FALSE,TRUE,623,6,6,69,17,1178053,1853782,2019,06-03-2019 16:14,41.75409183,-87.6230616,"(41.75409183, -87.623061596)"
11862064,JC474171,10/14/2019 12:00:00 AM,043XX W IRVING PARK RD,1750,OFFENSE INVOLVING CHILDREN,CHILD ABUSE,OTHER,FALSE,FALSE,1722,17,45,16,08B,1146792,1926231,2019,10/21/2019 04:19:28 PM,41.95355235,-87.7357763,"(41.953552346, -87.7357763)"
11682957,JC256284,05-08-2019 20:00,013XX W 76TH ST,1750,OFFENSE INVOLVING CHILDREN,CHILD ABUSE,RESIDENCE,TRUE,TRUE,612,6,17,71,08B,1168669,1854374,2019,06-05-2019 16:10,41.7559238,-87.65743376,"(41.755923803, -87.65743376)"
11861454,JC472611,10/14/2019 04:19:00 PM,0000X S STATE ST,1755,OFFENSE INVOLVING CHILDREN,CHILD ABANDONMENT,DEPARTMENT STORE,FALSE,FALSE,112,1,42,32,20,1176389,1900278,2019,10/21/2019 04:19:28 PM,41.88171846,-87.62776043,"(41.88171846, -87.627760426)"
11860899,JC472557,10/14/2019 02:30:00 PM,079XX S MARYLAND AVE,1755,OFFENSE INVOLVING CHILDREN,CHILD ABANDONMENT,RESIDENCE,FALSE,FALSE,624,6,8,44,20,1183281,1852506,2019,10/21/2019 04:19:28 PM,41.75047032,-87.60394253,"(41.750470317, -87.603942533)"
11861174,JC473087,10/15/2019 05:52:00 AM,041XX N MARMORA AVE,1750,OFFENSE INVOLVING CHILDREN,CHILD ABUSE,APARTMENT,TRUE,TRUE,1624,16,38,15,08B,1136274,1926977,2019,10/22/2019 04:09:46 PM,41.95579418,-87.77442415,"(41.955794177, -87.774424151)"
11858032,JC469247,10-11-2019 19:30,001XX N HARBOR DR,1710,OFFENSE INVOLVING CHILDREN,ENDANGERING LIFE/HEALTH CHILD,APARTMENT,FALSE,FALSE,114,1,42,32,20,1179643,1901697,2019,10/22/2019 04:09:46 PM,41.88553823,-87.61576842,"(41.885538232, -87.615768415)"
11856312,JC467097,10-09-2019 15:45,060XX S ROCKWELL ST,1780,OFFENSE INVOLVING CHILDREN,OTHER OFFENSE,"SCHOOL, PUBLIC, GROUNDS",FALSE,FALSE,825,8,16,66,20,1160074,1864580,2019,10/22/2019 04:09:46 PM,41.78411153,-87.68865229,"(41.784111527, -87.688652292)"
11682862,JC256774,04-11-2019 00:01,072XX S CALIFORNIA AVE,1752,OFFENSE INVOLVING CHILDREN,AGGRAVATED CRIMINAL SEXUAL ABUSE BY FAMILY MEMBER,RESIDENCE,FALSE,FALSE,831,8,18,66,17,1158957,1856595,2019,03/26/2020 03:45:12 PM,41.76222244,-87.69296566,"(41.762222436, -87.692965656)"
11866569,JC478419,09/22/2019 12:00:00 AM,057XX S DAMEN AVE,1752,OFFENSE INVOLVING CHILDREN,AGGRAVATED CRIMINAL SEXUAL ABUSE BY FAMILY MEMBER,RESIDENCE,FALSE,FALSE,715,7,15,67,17,1164006,1866608,2019,03/26/2020 03:45:12 PM,41.78959482,-87.67417902,"(41.789594815, -87.67417902)"
11702686,JC281703,05/27/2019 10:00:00 PM,076XX S DAMEN AVE,1751,OFFENSE INVOLVING CHILDREN,CRIM SEX ABUSE BY FAM MEMBER,RESIDENCE,FALSE,TRUE,611,6,17,71,17,1164353,1853928,2019,10/22/2019 04:01:10 PM,41.75479188,-87.67326351,"(41.754791876, -87.673263509)"
11670902,JC242151,04/28/2019 08:50:00 PM,060XX S MASSASOIT AVE,1751,OFFENSE INVOLVING CHILDREN,CRIM SEX ABUSE BY FAM MEMBER,RESIDENCE,TRUE,TRUE,812,8,13,64,17,1139099,1863921,2019,06-07-2019 15:58,41.78270893,-87.76557186,"(41.782708931, -87.765571862)"
11674713,JC248016,04/28/2019 08:50:00 PM,060XX S MASSASOIT AVE,1752,OFFENSE INVOLVING CHILDREN,AGG CRIM SEX ABUSE FAM MEMBER,RESIDENCE,TRUE,TRUE,812,8,13,64,17,1139099,1863921,2019,06-07-2019 15:58,41.78270893,-87.76557186,"(41.782708931, -87.765571862)"
11862088,JC472999,10/15/2019 12:09:00 AM,009XX W 87TH ST,1750,OFFENSE INVOLVING CHILDREN,CHILD ABUSE,RESTAURANT,FALSE,TRUE,2222,22,21,71,08B,1171801,1847152,2019,10/22/2019 04:09:46 PM,41.73603758,-87.64616706,"(41.736037583, -87.646167064)"
11855808,JC466589,10-02-2019 18:30,052XX S DREXEL AVE,1780,OFFENSE INVOLVING CHILDREN,OTHER OFFENSE,RESIDENCE,FALSE,FALSE,233,2,5,41,20,1183132,1870521,2019,10/22/2019 04:09:46 PM,41.79990863,-87.60392862,"(41.799908625, -87.60392862)"
11847701,JC456763,09/16/2019 03:00:00 PM,071XX S ROCKWELL ST,1780,OFFENSE INVOLVING CHILDREN,OTHER OFFENSE,APARTMENT,FALSE,FALSE,832,8,18,66,20,1160277,1857163,2019,10/22/2019 04:09:46 PM,41.76375404,-87.68811203,"(41.763754044, -87.688112032)"
11863245,JC475612,10/16/2019 11:50:00 PM,075XX N OCTAVIA AVE,1750,OFFENSE INVOLVING CHILDREN,CHILD ABUSE,RESIDENCE,TRUE,TRUE,1611,16,41,9,08B,1126730,1949421,2019,10/23/2019 04:17:05 PM,42.01754819,-87.80900563,"(42.017548194, -87.809005628)"
11864994,JC476985,10/15/2019 06:00:00 PM,036XX W MONTROSE AVE,1750,OFFENSE INVOLVING CHILDREN,CHILD ABUSE,RESIDENCE,FALSE,TRUE,1723,17,35,14,08B,1151172,1928994,2019,10/23/2019 04:07:44 PM,41.96104928,-87.71960214,"(41.961049282, -87.719602139)"
11864800,JC477286,10/15/2019 11:00:00 PM,022XX N MULLIGAN AVE,1750,OFFENSE INVOLVING CHILDREN,CHILD ABUSE,RESIDENCE,FALSE,TRUE,2512,25,36,19,08B,1133709,1914345,2019,10/23/2019 04:07:44 PM,41.92117608,-87.78415133,"(41.921176079, -87.784151328)"
11863224,JC475567,10/16/2019 07:30:00 PM,134XX S CARONDOLET AVE,1751,OFFENSE INVOLVING CHILDREN,CRIM SEX ABUSE BY FAM MEMBER,APARTMENT,FALSE,TRUE,433,4,10,55,17,1198442,1816622,2019,10/23/2019 04:17:05 PM,41.65163513,-87.54958335,"(41.651635127, -87.54958335)"
11865111,JC477762,09/21/2019 12:00:00 AM,036XX W 62ND ST,1750,OFFENSE INVOLVING CHILDREN,CHILD ABUSE,RESIDENTIAL YARD (FRONT/BACK),FALSE,TRUE,823,8,23,65,08B,1153199,1863257,2019,10/23/2019 04:07:44 PM,41.7806197,-87.71389385,"(41.7806197, -87.713893847)"
11860054,JC471778,10/13/2019 11:26:00 PM,014XX W 63RD ST,1710,OFFENSE INVOLVING CHILDREN,ENDANGERING LIFE/HEALTH CHILD,STREET,TRUE,TRUE,713,7,16,67,20,1167639,1862965,2019,10/23/2019 04:07:44 PM,41.77952077,-87.66096236,"(41.779520772, -87.660962362)"
11862091,JC474298,10/15/2019 11:34:11 PM,029XX N SPRINGFIELD AVE,1750,OFFENSE INVOLVING CHILDREN,CHILD ABUSE,APARTMENT,TRUE,TRUE,2523,25,30,21,08B,1149882,1919190,2019,10/23/2019 04:07:44 PM,41.9341716,-87.72460089,"(41.934171595, -87.724600889)"
11865969,JC477853,08/16/2019 08:00:00 AM,065XX S HERMITAGE AVE,1750,OFFENSE INVOLVING CHILDREN,CHILD ABUSE,APARTMENT,FALSE,TRUE,725,7,15,67,08B,1165793,1861356,2019,10/23/2019 04:07:44 PM,41.77514488,-87.66777568,"(41.775144877, -87.667775682)"
11862623,JC474887,10-10-2019 20:00,066XX S PAULINA ST,1710,OFFENSE INVOLVING CHILDREN,ENDANGERING LIFE/HEALTH CHILD,RESIDENCE,FALSE,FALSE,725,7,15,67,20,1166141,1860667,2019,10/23/2019 04:07:44 PM,41.77324677,-87.66651954,"(41.773246773, -87.666519541)"
11860072,JC471805,10/14/2019 12:47:00 AM,099XX S OGLESBY AVE,1710,OFFENSE INVOLVING CHILDREN,ENDANGERING LIFE/HEALTH CHILD,APARTMENT,FALSE,FALSE,431,4,7,51,20,1193802,1839552,2019,10/23/2019 04:07:44 PM,41.71467216,-87.56581268,"(41.714672162, -87.565812675)"
11863217,JC475619,10/15/2019 10:00:00 AM,057XX S LAFLIN ST,1710,OFFENSE INVOLVING CHILDREN,ENDANGERING LIFE/HEALTH CHILD,RESIDENCE,FALSE,FALSE,713,7,16,67,20,1167320,1866594,2019,10/23/2019 04:07:44 PM,41.78948603,-87.66202798,"(41.789486032, -87.662027982)"
11864882,JC477497,10-11-2019 16:00,027XX N WESTERN AVE,1780,OFFENSE INVOLVING CHILDREN,OTHER OFFENSE,RESIDENCE,FALSE,FALSE,1432,14,32,22,20,1159887,1918112,2019,10/23/2019 04:07:44 PM,41.93101267,-87.68786242,"(41.931012669, -87.687862424)"
11682880,JC256936,04/21/2019 12:01:00 AM,059XX S SANGAMON ST,1753,OFFENSE INVOLVING CHILDREN,SEX ASSLT OF CHILD BY FAM MBR,RESIDENCE,FALSE,TRUE,712,7,16,68,2,1170991,1865447,2019,06-10-2019 16:17,41.78625909,-87.64860108,"(41.786259089, -87.648601084)"
11593312,JC149338,02-04-2019 15:45,007XX S KENNETH AVE,1752,OFFENSE INVOLVING CHILDREN,AGG CRIM SEX ABUSE FAM MEMBER,RESIDENCE,FALSE,TRUE,1131,11,24,26,17,1146813,1896121,2019,10/24/2019 03:57:38 PM,41.87092706,-87.73646937,"(41.870927062, -87.736469368)"
11659567,JC229512,04-04-2019 00:01,034XX W HARRISON ST,1752,OFFENSE INVOLVING CHILDREN,AGG CRIM SEX ABUSE FAM MEMBER,RESIDENCE,FALSE,TRUE,1133,11,24,27,17,1153519,1897149,2019,10/24/2019 03:57:38 PM,41.87361741,-87.71182176,"(41.873617411, -87.711821758)"
11868046,JC481145,10/13/2019 12:01:00 AM,066XX S SEELEY AVE,1750,OFFENSE INVOLVING CHILDREN,CHILD ABUSE,RESIDENCE,FALSE,TRUE,726,7,16,67,08B,1163837,1860713,2019,10/24/2019 03:57:38 PM,41.77342171,-87.67496419,"(41.773421714, -87.674964191)"
11648398,JC215375,03/22/2019 01:55:00 PM,043XX S FAIRFIELD AVE,1752,OFFENSE INVOLVING CHILDREN,AGG CRIM SEX ABUSE FAM MEMBER,RESIDENCE,FALSE,TRUE,922,9,15,58,17,1158756,1875739,2019,06-12-2019 16:05,41.81476032,-87.69317992,"(41.814760322, -87.693179922)"
11663214,JC234130,04-11-2019 13:01,035XX S LAKE PARK AVE,1754,OFFENSE INVOLVING CHILDREN,AGG SEX ASSLT OF CHILD FAM MBR,RESIDENCE,FALSE,TRUE,212,2,4,36,2,1181946,1881746,2019,06-12-2019 16:05,41.83073842,-87.60793047,"(41.83073842, -87.607930466)"
11868339,JC481578,10-12-2019 23:00,012XX W 82ND ST,1750,OFFENSE INVOLVING CHILDREN,CHILD ABUSE,APARTMENT,FALSE,TRUE,613,6,21,71,08B,1169291,1850403,2019,10/24/2019 03:57:38 PM,41.74501341,-87.65526896,"(41.745013409, -87.655268958)"
11603158,JC161215,02/16/2019 12:00:00 AM,065XX N ARTESIAN AVE,1754,OFFENSE INVOLVING CHILDREN,AGGRAVATED SEXUAL ASSAULT OF CHILD BY FAMILY MEMBER,APARTMENT,FALSE,TRUE,2412,24,50,2,2,1158796,1943393,2019,03/29/2020 03:43:48 PM,42.00040752,-87.69117535,"(42.000407522, -87.691175349)"
11621828,JC184315,03-12-2019 00:01,065XX S CLAREMONT AVE,1754,OFFENSE INVOLVING CHILDREN,AGGRAVATED SEXUAL ASSAULT OF CHILD BY FAMILY MEMBER,RESIDENCE,FALSE,FALSE,832,8,16,66,2,1161866,1861285,2019,03/29/2020 03:43:48 PM,41.77503254,-87.68217358,"(41.775032539, -87.682173583)"
11672057,JC234421,04-10-2019 19:35,025XX S ST LOUIS AVE,1753,OFFENSE INVOLVING CHILDREN,SEX ASSLT OF CHILD BY FAM MBR,RESIDENCE,FALSE,TRUE,1024,10,22,30,2,1153439,1886972,2019,10/25/2019 03:53:15 PM,41.84569215,-87.71238572,"(41.845692151, -87.712385717)"
11868608,JC481933,10/15/2019 07:00:00 AM,078XX S PAULINA ST,1750,OFFENSE INVOLVING CHILDREN,CHILD ABUSE,APARTMENT,FALSE,TRUE,611,6,17,71,08B,1166374,1852684,2019,10/25/2019 03:53:15 PM,41.75133538,-87.66589248,"(41.751335377, -87.665892478)"
11672227,JC244869,04/30/2019 09:40:00 PM,040XX W 115TH ST,1755,OFFENSE INVOLVING CHILDREN,CHILD ABANDONMENT,APARTMENT,TRUE,FALSE,2211,22,19,74,20,1151305,1828012,2019,06/14/2019 03:58:14 PM,41.68393831,-87.72175582,"(41.683938313, -87.72175582)"
11869190,JC482704,10-12-2019 13:03,050XX S ELIZABETH ST,1752,OFFENSE INVOLVING CHILDREN,AGG CRIM SEX ABUSE FAM MEMBER,RESIDENCE,FALSE,FALSE,933,9,20,61,17,1168841,1871457,2019,10/25/2019 03:53:15 PM,41.80279793,-87.65631052,"(41.802797934, -87.656310519)"
11864849,JC477141,10/18/2019 12:10:00 AM,086XX S LOWE AVE,1750,OFFENSE INVOLVING CHILDREN,CHILD ABUSE,RESIDENCE,FALSE,TRUE,622,6,21,71,08B,1173481,1847579,2019,10/25/2019 03:56:45 PM,41.73717235,-87.63999956,"(41.737172354, -87.639999558)"
11864999,JC477632,10/18/2019 03:00:00 PM,038XX W 81ST PL,1780,OFFENSE INVOLVING CHILDREN,OTHER OFFENSE,"SCHOOL, PUBLIC, BUILDING",FALSE,FALSE,834,8,18,70,20,1152277,1850267,2019,10/25/2019 03:56:45 PM,41.7449912,-87.71761499,"(41.744991196, -87.717614993)"
11864694,JC477077,10/18/2019 09:49:00 AM,0000X E 41ST ST,1780,OFFENSE INVOLVING CHILDREN,OTHER OFFENSE,RESIDENCE,FALSE,FALSE,213,2,3,38,20,1177101,1877834,2019,10/25/2019 03:56:45 PM,41.82011446,-87.62582503,"(41.820114461, -87.625825025)"
11869199,JC482520,10/16/2019 12:10:00 PM,062XX S UNIVERSITY AVE,1752,OFFENSE INVOLVING CHILDREN,AGG CRIM SEX ABUSE FAM MEMBER,APARTMENT,FALSE,FALSE,314,3,20,42,17,1184844,1863941,2019,10/25/2019 03:53:15 PM,41.78181253,-87.59785675,"(41.781812529, -87.597856746)"
11868701,JC482019,09/21/2019 12:00:00 PM,011XX N AVERS AVE,1710,OFFENSE INVOLVING CHILDREN,ENDANGERING LIFE/HEALTH CHILD,RESIDENCE,FALSE,FALSE,1112,11,37,23,20,1150509,1907303,2019,10/25/2019 03:53:15 PM,41.90154034,-87.72260775,"(41.90154034, -87.72260775)"
11866222,JC478977,10/18/2019 12:00:00 AM,011XX W GRACE ST,1750,OFFENSE INVOLVING CHILDREN,CHILD ABUSE,OTHER,FALSE,FALSE,1923,19,44,6,08B,1167957,1925482,2019,10/25/2019 03:56:45 PM,41.95106574,-87.65799352,"(41.951065743, -87.657993523)"
11862540,JC474576,10/16/2019 09:16:00 AM,022XX N CLYBOURN AVE,1710,OFFENSE INVOLVING CHILDREN,ENDANGERING LIFE/HEALTH CHILD,PARKING LOT/GARAGE(NON.RESID.),TRUE,FALSE,1811,18,2,7,20,1165715,1915288,2019,10/26/2019 03:47:25 PM,41.92314106,-87.66652644,"(41.923141058, -87.666526442)"
11865493,JC478156,10/19/2019 01:00:00 AM,006XX E 131ST ST,1752,OFFENSE INVOLVING CHILDREN,AGG CRIM SEX ABUSE FAM MEMBER,APARTMENT,FALSE,TRUE,533,5,9,54,17,1182992,1818559,2019,10/26/2019 03:50:31 PM,41.65732211,-87.6060521,"(41.657322107, -87.606052099)"
11866154,JC479050,10/19/2019 07:00:00 PM,103XX S CALHOUN AVE,1710,OFFENSE INVOLVING CHILDREN,ENDANGERING LIFE/HEALTH CHILD,RESIDENCE,FALSE,TRUE,434,4,7,51,20,1194842,1836977,2019,10/26/2019 03:50:31 PM,41.70758061,-87.5620883,"(41.707580607, -87.562088296)"
11655123,JC224282,04/14/2019 10:00:00 AM,027XX S DEARBORN ST,1750,OFFENSE INVOLVING CHILDREN,CHILD ABUSE,APARTMENT,TRUE,FALSE,133,1,3,35,08B,1176316,1886532,2019,06/17/2019 04:07:59 PM,41.84400018,-87.6284429,"(41.844000177, -87.628442902)"
11869753,JC483308,10-09-2019 09:00,066XX W HIGGINS AVE,1750,OFFENSE INVOLVING CHILDREN,CHILD ABUSE,RESIDENCE,FALSE,TRUE,1613,16,45,10,08B,1131154,1935025,2019,10/26/2019 03:47:25 PM,41.9779688,-87.7930602,"(41.977968798, -87.793060204)"
11866214,JC478936,10/19/2019 06:00:00 PM,116XX S WATKINS AVE,1792,KIDNAPPING,CHILD ABDUCTION/STRANGER,STREET,FALSE,FALSE,2234,22,34,75,26,1166110,1827639,2019,10/26/2019 03:50:31 PM,41.68261355,-87.66756961,"(41.682613552, -87.667569607)"
11679510,JC253995,04/29/2019 12:28:00 PM,072XX S DOBSON AVE,1752,OFFENSE INVOLVING CHILDREN,AGG CRIM SEX ABUSE FAM MEMBER,RESIDENCE,FALSE,TRUE,324,3,5,69,17,1184476,1857209,2019,06/18/2019 04:07:15 PM,41.76334793,-87.59941653,"(41.763347933, -87.599416528)"
11867104,JC480156,10/20/2019 07:15:00 PM,022XX W MAYPOLE AVE,1710,OFFENSE INVOLVING CHILDREN,ENDANGERING LIFE/HEALTH CHILD,STREET,TRUE,FALSE,1223,12,27,28,20,1161288,1900968,2019,10/27/2019 03:51:46 PM,41.88393918,-87.68319154,"(41.88393918, -87.683191537)"
11706453,JC285513,05/22/2019 10:31:00 AM,062XX S CHAMPLAIN AVE,1582,OFFENSE INVOLVING CHILDREN,CHILD PORNOGRAPHY,RESIDENCE,FALSE,TRUE,313,3,20,42,17,1181638,1863877,2019,10/26/2019 03:47:25 PM,41.78171156,-87.60961259,"(41.781711555, -87.609612588)"
11866920,JC479630,10/20/2019 12:09:00 PM,077XX S CHAPPEL AVE,1780,OFFENSE INVOLVING CHILDREN,OTHER OFFENSE,RESIDENCE,FALSE,FALSE,414,4,8,43,20,1191214,1854032,2019,10/27/2019 03:51:46 PM,41.75446957,-87.5748235,"(41.754469571, -87.574823501)"
11867168,JC480181,10/20/2019 09:15:00 PM,031XX E 91ST ST,4230,KIDNAPPING,UNLAWFUL RESTRAINT,SIDEWALK,FALSE,FALSE,424,4,10,46,26,1198521,1845219,2019,10/27/2019 03:51:46 PM,41.73010615,-87.54834081,"(41.730106148, -87.548340808)"
11628940,JC191350,03/19/2019 11:10:00 AM,047XX S UNION AVE,1582,OFFENSE INVOLVING CHILDREN,CHILD PORNOGRAPHY,SCHOOL - PUBLIC BUILDING,FALSE,FALSE,935,9,11,61,17,1172434,1873254,2019,03/31/2020 03:47:00 PM,41.80765067,-87.64308049,"(41.807650669, -87.643080489)"
11740381,JC327781,06/29/2019 06:12:00 PM,016XX W 79TH ST,1753,OFFENSE INVOLVING CHILDREN,SEXUAL ASSAULT OF CHILD BY FAMILY MEMBER,APARTMENT,FALSE,TRUE,611,6,17,71,2,1166578,1852320,2019,03/31/2020 03:47:00 PM,41.75033217,-87.66515528,"(41.750332165, -87.665155275)"
11756633,JC347550,07/13/2019 03:00:00 AM,011XX S WHIPPLE ST,1751,OFFENSE INVOLVING CHILDREN,CRIMINAL SEXUAL ABUSE BY FAMILY MEMBER,APARTMENT,FALSE,TRUE,1134,11,28,29,17,1156198,1895017,2019,03/31/2020 03:47:00 PM,41.86771333,-87.70204331,"(41.867713331, -87.702043309)"
11867867,JC481106,10/21/2019 03:28:00 PM,032XX N HAMLIN AVE,1710,OFFENSE INVOLVING CHILDREN,ENDANGERING LIFE/HEALTH CHILD,RESIDENCE,FALSE,FALSE,1732,17,30,21,20,1150489,1921271,2019,10/28/2019 04:00:06 PM,41.93987018,-87.72231565,"(41.939870181, -87.722315651)"
11894039,JC513656,11/17/2019 12:30:00 AM,070XX S PAULINA ST,1753,OFFENSE INVOLVING CHILDREN,SEXUAL ASSAULT OF CHILD BY FAMILY MEMBER,APARTMENT,FALSE,TRUE,735,7,17,67,2,1166226,1858090,2019,03/31/2020 03:47:00 PM,41.76617334,-87.66628122,"(41.766173335, -87.666281216)"
11915491,JC539131,10-01-2019 07:00,032XX W DOUGLAS BLVD,1751,OFFENSE INVOLVING CHILDREN,CRIMINAL SEXUAL ABUSE BY FAMILY MEMBER,RESIDENCE,FALSE,FALSE,1022,10,24,29,17,1154787,1893268,2019,03/31/2020 03:47:00 PM,41.86294224,-87.70727018,"(41.862942242, -87.707270181)"
11870059,JC483822,10/21/2019 07:00:00 PM,053XX W POTOMAC AVE,1750,OFFENSE INVOLVING CHILDREN,CHILD ABUSE,APARTMENT,FALSE,TRUE,2532,25,37,25,08B,1140262,1908132,2019,10/28/2019 04:00:06 PM,41.90400922,-87.76022623,"(41.904009224, -87.760226229)"
11868889,JC482304,10/21/2019 08:15:00 PM,012XX S INDIANA AVE,1780,OFFENSE INVOLVING CHILDREN,OTHER OFFENSE,APARTMENT,FALSE,FALSE,132,1,3,33,20,1177854,1894918,2019,10/28/2019 04:00:06 PM,41.86697714,-87.62254404,"(41.866977138, -87.622544036)"
11868149,JC481107,10/21/2019 02:03:00 PM,074XX S CLYDE AVE,1710,OFFENSE INVOLVING CHILDREN,ENDANGERING LIFE/HEALTH CHILD,SIDEWALK,FALSE,FALSE,333,3,7,43,20,1191506,1856149,2019,10/28/2019 04:00:06 PM,41.76027173,-87.57368493,"(41.760271725, -87.573684925)"
11552901,JC100352,01-01-2019 04:31,061XX N SEELEY AVE,1710,OFFENSE INVOLVING CHILDREN,ENDANGERING LIFE/HEALTH CHILD,STREET,TRUE,FALSE,2413,24,40,2,20,1161557,1940422,2019,01-10-2019 15:16,41.99219773,-87.68110146,"(41.992197733, -87.68110146)"
11552952,JC100422,01-01-2019 06:52,045XX W WILCOX ST,4210,KIDNAPPING,KIDNAPPING,STREET,FALSE,FALSE,1113,11,28,26,26,1146260,1898956,2019,01/25/2019 04:05:24 PM,41.87871718,-87.73842751,"(41.878717176, -87.738427509)"
11553004,JC100518,01-01-2019 10:08,008XX N LAKE SHORE DR,4255,KIDNAPPING,UNLAWFUL INTERFERE/VISITATION,PARK PROPERTY,FALSE,FALSE,1833,18,2,8,26,1179198,1905928,2019,01-10-2019 15:16,41.89715849,-87.61727286,"(41.897158488, -87.617272858)"
11553185,JC100591,01-01-2019 06:30,027XX W ROOSEVELT RD,1710,OFFENSE INVOLVING CHILDREN,ENDANGERING LIFE/HEALTH CHILD,STREET,FALSE,FALSE,1135,11,28,29,20,1158071,1894595,2019,01/17/2019 02:26:36 PM,41.86651732,-87.6951787,"(41.866517317, -87.695178701)"
11554147,JC100944,01-01-2019 16:30,012XX N CLYBOURN AVE,1710,OFFENSE INVOLVING CHILDREN,ENDANGERING LIFE/HEALTH CHILD,DEPARTMENT STORE,FALSE,TRUE,1821,18,27,8,20,1172859,1908524,2019,01-10-2019 15:16,41.90442487,-87.64047786,"(41.904424874, -87.640477864)"
11555989,JC103888,01-04-2019 00:11,038XX W 13TH ST,1710,OFFENSE INVOLVING CHILDREN,ENDANGERING LIFE/HEALTH CHILD,APARTMENT,FALSE,TRUE,1011,10,24,29,20,1151140,1893773,2019,01/18/2019 09:37:14 AM,41.86440022,-87.72064481,"(41.86440022, -87.720644808)"
11556092,JC103149,01-03-2019 13:20,082XX S MARQUETTE AVE,1780,OFFENSE INVOLVING CHILDREN,OTHER OFFENSE,RESIDENCE,FALSE,TRUE,423,4,7,46,20,1195600,1850936,2019,01-10-2019 15:16,41.74586667,-87.55885262,"(41.745866673, -87.55885262)"
11556639,JC104440,01-04-2019 00:00,026XX W 23RD PL,1750,OFFENSE INVOLVING CHILDREN,CHILD ABUSE,APARTMENT,FALSE,FALSE,1034,10,12,30,20,1159208,1888302,2019,01/18/2019 09:37:14 AM,41.8492254,-87.69117743,"(41.849225403, -87.691177433)"
11557180,JC105345,01-05-2019 03:00,027XX W 68TH ST,1750,OFFENSE INVOLVING CHILDREN,CHILD ABUSE,HOSPITAL BUILDING/GROUNDS,FALSE,TRUE,831,8,17,66,20,1159381,1859440,2019,02-05-2019 16:09,41.77002086,-87.6913338,"(41.770020864, -87.6913338)"
11557667,JC105834,01-05-2019 14:30,017XX E 103RD ST,1710,OFFENSE INVOLVING CHILDREN,ENDANGERING LIFE/HEALTH CHILD,CTA GARAGE / OTHER PROPERTY,FALSE,TRUE,431,4,10,51,20,1189109,1837018,2019,01/18/2019 09:37:14 AM,41.7078321,-87.58308103,"(41.7078321, -87.583081031)"
11557694,JC105873,01-05-2019 15:05,016XX S CHRISTIANA AVE,4230,KIDNAPPING,UNLAWFUL RESTRAINT,APARTMENT,TRUE,FALSE,1021,10,24,29,26,1154307,1891433,2019,02-05-2019 16:09,41.85791639,-87.7090812,"(41.857916388, -87.7090812)"
11558098,JC105633,01-05-2019 12:22,078XX S WOODLAWN AVE,1780,OFFENSE INVOLVING CHILDREN,OTHER OFFENSE,STREET,FALSE,TRUE,411,4,8,69,20,1185571,1853360,2019,01/18/2019 09:37:14 AM,41.7527602,-87.59552418,"(41.752760199, -87.595524179)"
11558481,JC107152,01-06-2019 17:50,065XX S RHODES AVE,1780,OFFENSE INVOLVING CHILDREN,OTHER OFFENSE,STREET,FALSE,FALSE,321,3,20,42,20,1181024,1861822,2019,01/18/2019 09:37:14 AM,41.7760866,-87.61192684,"(41.776086596, -87.611926844)"
11558639,JC107082,01-06-2019 14:30,008XX W TAYLOR ST,1780,OFFENSE INVOLVING CHILDREN,OTHER OFFENSE,SIDEWALK,FALSE,FALSE,1232,12,11,28,20,1171041,1895815,2019,01/18/2019 09:37:14 AM,41.86959065,-87.64752892,"(41.869590646, -87.647528919)"
11558813,JC106876,01-03-2019 12:00,033XX N WHIPPLE ST,1754,OFFENSE INVOLVING CHILDREN,AGG SEX ASSLT OF CHILD FAM MBR,DAY CARE CENTER,FALSE,FALSE,1733,17,33,21,2,1155465,1921895,2019,01-10-2019 15:16,41.9414837,-87.70401039,"(41.941483699, -87.704010389)"
11647651,JC215534,04-03-2019 00:00,090XX S EXCHANGE AVE,1750,OFFENSE INVOLVING CHILDREN,CHILD ABUSE,APARTMENT,FALSE,TRUE,423,4,10,46,08B,1197336,1845637,2019,10/29/2019 03:48:06 PM,41.73128275,-87.55266784,"(41.731282748, -87.552667838)"
